NOMBRE,Month,SO2,SO2_p25,SO2_p75,anio_actual
Bernando Ohiggins,9.0,482.398960,274.568039,791.239826,-9999.000000
Cruz del Sur,9.0,383.420560,303.335772,697.473457,-9999.000000
82,9.0,368.481668,292.883331,615.239095,-9999.000000
Belloto Norte,9.0,285.067888,197.886283,621.993111,-9999.000000
E.E.U.U,9.0,338.821409,158.645178,599.657144,-9999.000000
Lincoyan,9.0,350.479692,318.037725,597.231149,-9999.000000
Los Colonos,9.0,434.357096,213.623622,623.983414,-9999.000000
Patricio Lynch,9.0,343.254023,216.891915,612.591559,-9999.000000
Santa Marta,9.0,278.147528,140.743829,650.458966,-9999.000000
Cantera,9.0,466.562285,283.567492,834.295963,-9999.000000
Decimo Sector,9.0,439.527729,304.558736,840.427162,-9999.000000
Estero Viejo,9.0,415.008897,280.036895,779.080688,-9999.000000
Matilde,9.0,440.830914,289.281980,834.674010,-9999.000000
San Cristobal,9.0,338.279277,288.289579,814.670650,-9999.000000
Tierras Rojas,9.0,407.410267,274.568039,824.259001,-9999.000000
Decimo Sector,9.0,444.757344,312.440347,849.817259,-9999.000000
Matilde,9.0,453.275690,310.441677,853.370921,-9999.000000
Los Pinos,9.0,420.831148,197.657417,760.220163,-9999.000000
Marga Marga,9.0,366.615037,230.019771,758.118938,-9999.000000
60,9.0,438.862042,299.407728,843.817289,-9999.000000
Castillo Blanco,9.0,393.356493,272.163401,807.798311,-9999.000000
El Tranque,9.0,402.926146,257.950891,683.102803,-9999.000000
Jose Miguel Carrera,9.0,376.288109,309.966796,644.720475,-9999.000000
Las Rosas,9.0,403.991668,255.870254,684.638096,-9999.000000
Piloto Pardo,9.0,473.401295,276.168672,738.535127,-9999.000000
Porvenir,9.0,340.491577,244.251094,812.878654,-9999.000000
Textil Viña,9.0,432.424750,287.079797,686.884895,-9999.000000
21 de Mayo,9.0,410.012997,261.467183,529.241417,-9999.000000
Barros Arana,9.0,249.814042,233.908810,784.303937,-9999.000000
La Granja,9.0,280.210377,261.179583,455.558620,-9999.000000
Las Viñas,9.0,288.805598,268.798986,478.837162,-9999.000000
Los Estanques,9.0,280.210377,261.179583,455.558620,-9999.000000
Mena,9.0,300.515226,230.565830,583.391883,-9999.000000
Pedro Montt,9.0,404.030564,259.393271,518.397636,-9999.000000
Victoria Oriente,9.0,315.622084,238.090253,593.460985,-9999.000000
Victoria Poniente,9.0,315.618570,238.517423,593.558153,-9999.000000
Villa Olimpica,9.0,317.512411,283.263126,490.298995,-9999.000000
Araya,9.0,413.800694,261.281637,533.970547,-9999.000000
Arturo Prat,9.0,249.508502,233.908810,784.783685,-9999.000000
Blanco,9.0,362.153674,234.408639,723.172104,-9999.000000
Centro,9.0,249.144951,226.764618,736.808028,-9999.000000
Colina de Oro,9.0,428.847450,261.319706,549.771140,-9999.000000
El Esfuerzo,9.0,409.467670,253.430094,652.348385,-9999.000000
Emparte,9.0,240.036764,225.029364,799.655879,-9999.000000
Esmeralda,9.0,378.092184,223.031471,536.305703,-9999.000000
Liceo,9.0,363.028107,224.668831,567.084252,-9999.000000
Poblacion Esperanza,9.0,349.439302,219.367980,452.299765,-9999.000000
Poblacion Ferroviaria,9.0,376.288109,309.966796,644.720475,-9999.000000
R. Sotomayor,9.0,340.776473,216.442829,461.983469,-9999.000000
San Cristobal2,9.0,436.283367,227.841919,565.670510,-9999.000000
Sol del Pacifico,9.0,472.287750,258.484239,669.014296,-9999.000000
Soublete (Francisco Bilbao),9.0,375.937421,252.300655,704.519786,-9999.000000
Thompson,9.0,347.565982,229.394852,743.142407,-9999.000000
M. Mena,9.0,340.648863,213.021543,456.928380,-9999.000000
Manuel Rodriguez,9.0,372.718263,174.192947,517.785932,-9999.000000
No Organizada,9.0,281.503838,100.377001,388.887134,-9999.000000
Pompeya Norte,9.0,380.941186,173.345088,540.595385,-9999.000000
Pompeya Sur,9.0,388.258944,167.551263,521.586212,-9999.000000
Valencia Alto,9.0,378.812460,213.724388,625.946536,-9999.000000
Costa Sol,9.0,361.968198,70.856984,470.068474,-9999.000000
California,9.0,453.275685,234.408639,592.952449,-9999.000000
Camilo Henriquez,9.0,453.275686,218.900201,683.657069,-9999.000000
El Bosque,9.0,483.191226,161.108081,628.298334,-9999.000000
El Sol,9.0,451.330470,222.132100,699.050122,-9999.000000
General Baquedano,9.0,369.708656,238.662229,714.643461,-9999.000000
Infante,9.0,248.651929,245.472624,700.254824,-9999.000000
Lo Gamboa,9.0,394.447453,352.890850,599.358211,-9999.000000
Los Espinos,9.0,453.275686,221.367453,600.945494,-9999.000000
Retiro,9.0,474.963709,165.702453,721.479732,-9999.000000
Viñas del Sol,9.0,453.275685,265.475568,558.636040,-9999.000000
Buenos Aires,9.0,363.055024,266.004589,547.047302,-9999.000000
Casa de Valencia,9.0,305.557943,209.082864,654.574789,-9999.000000
Hevia,9.0,402.956901,275.089096,805.051091,-9999.000000
Humbolt,9.0,383.694893,261.467183,516.212142,-9999.000000
Phillips,9.0,449.267170,251.678417,566.671862,-9999.000000
Poblacion Argentina,9.0,337.412907,97.098778,485.422681,-9999.000000
Poblacion Canal Chacao,9.0,204.924510,32.395601,488.810999,-9999.000000
San Gregorio,9.0,366.740240,183.042035,536.394258,-9999.000000
Valencia Bajo,9.0,426.567904,262.619088,762.107254,-9999.000000
Villa Paso Hondo,9.0,193.026993,168.292456,591.726054,-9999.000000
Calicheros,10.0,153.289414,88.735162,188.143057,-9999.000000
Belloto 2000,10.0,144.083209,90.141170,260.980143,-9999.000000
Belloto Centro,10.0,182.079797,105.949213,312.773868,-9999.000000
Bernando Ohiggins,10.0,134.192209,52.236071,170.140359,-9999.000000
Cruz del Sur,10.0,160.693580,94.919901,217.081659,-9999.000000
82,10.0,110.026212,74.291612,266.861303,-9999.000000
Belloto Norte,10.0,312.536780,69.934937,317.941870,-9999.000000
E.E.U.U,10.0,287.222841,106.576791,314.996674,-9999.000000
Lincoyan,10.0,201.487035,148.501652,298.190992,-9999.000000
Los Colonos,10.0,123.772926,43.673219,432.437960,-9999.000000
Patricio Lynch,10.0,239.997320,90.655786,358.912557,-9999.000000
Santa Marta,10.0,295.719210,110.614316,311.220533,-9999.000000
Cantera,10.0,137.008098,89.663907,147.901421,-9999.000000
Decimo Sector,10.0,124.647642,9.481434,226.799357,-9999.000000
Estero Viejo,10.0,75.796694,56.743648,175.256869,-9999.000000
Matilde,10.0,137.369214,98.838994,155.941609,-9999.000000
San Cristobal,10.0,106.635139,70.772273,176.720271,-9999.000000
Tierras Rojas,10.0,120.511060,63.453577,205.147037,-9999.000000
Decimo Sector,10.0,124.452482,20.985194,223.447855,-9999.000000
Matilde,10.0,121.236540,95.070130,172.398368,-9999.000000
Los Pinos,10.0,167.749638,129.713389,248.631990,-9999.000000
Marga Marga,10.0,139.664883,117.083420,219.402350,-9999.000000
60,10.0,115.949489,68.026396,196.812208,-9999.000000
Castillo Blanco,10.0,105.079507,54.310685,245.173237,-9999.000000
El Tranque,10.0,61.237715,-40.334670,297.360006,-9999.000000
Jose Miguel Carrera,10.0,69.934937,35.062457,192.325242,-9999.000000
Las Rosas,10.0,60.889826,-43.350555,307.730588,-9999.000000
Piloto Pardo,10.0,117.219781,40.888696,234.073534,-9999.000000
Porvenir,10.0,134.263605,65.465771,275.228887,-9999.000000
Textil Viña,10.0,151.812957,31.489478,201.498025,-9999.000000
21 de Mayo,10.0,125.622724,18.845702,206.165606,-9999.000000
Barros Arana,10.0,112.782259,56.509489,247.107832,-9999.000000
La Granja,10.0,118.625110,-19.330485,247.099294,-9999.000000
Las Viñas,10.0,118.625110,5.557903,234.013751,-9999.000000
Los Estanques,10.0,118.625110,-19.330485,247.099294,-9999.000000
Mena,10.0,117.343186,99.396470,175.240515,-9999.000000
Pedro Montt,10.0,111.739634,26.356729,210.903920,-9999.000000
Victoria Oriente,10.0,124.702797,103.913937,148.893593,-9999.000000
Victoria Poniente,10.0,124.816045,104.099103,148.453504,-9999.000000
Villa Olimpica,10.0,134.950620,65.141674,214.649393,-9999.000000
Araya,10.0,116.737095,16.786011,202.638803,-9999.000000
Arturo Prat,10.0,112.755208,56.336030,247.684566,-9999.000000
Blanco,10.0,126.072813,93.976691,265.563314,-9999.000000
Centro,10.0,111.230628,69.209221,250.144826,-9999.000000
Colina de Oro,10.0,139.068975,97.338055,246.260985,-9999.000000
El Esfuerzo,10.0,62.899851,-1.967490,294.642362,-9999.000000
Emparte,10.0,111.916651,50.958792,265.563314,-9999.000000
Esmeralda,10.0,114.016001,63.914427,227.584919,-9999.000000
Liceo,10.0,106.230611,96.420692,207.855055,-9999.000000
Poblacion Esperanza,10.0,124.518342,7.971333,321.721825,-9999.000000
Poblacion Ferroviaria,10.0,69.934937,35.062457,192.325242,-9999.000000
R. Sotomayor,10.0,123.622302,13.553444,318.994746,-9999.000000
San Cristobal2,10.0,158.876178,94.571293,216.270911,-9999.000000
Sol del Pacifico,10.0,150.627535,64.370818,214.405212,-9999.000000
Soublete (Francisco Bilbao),10.0,121.633283,88.218188,261.990725,-9999.000000
Thompson,10.0,126.593010,89.400318,265.563314,-9999.000000
M. Mena,10.0,127.175554,71.603594,234.223598,-9999.000000
Manuel Rodriguez,10.0,131.712524,80.804561,227.391596,-9999.000000
No Organizada,10.0,180.677933,145.371008,206.871290,-9999.000000
Pompeya Norte,10.0,132.875849,82.621969,225.639800,-9999.000000
Pompeya Sur,10.0,137.313629,89.680497,216.760263,-9999.000000
Valencia Alto,10.0,191.958444,110.355028,207.516369,-9999.000000
Costa Sol,10.0,167.691837,131.441483,241.437846,-9999.000000
California,10.0,89.431977,37.452101,450.954666,-9999.000000
Camilo Henriquez,10.0,97.744965,38.095455,273.602606,-9999.000000
El Bosque,10.0,91.451944,63.853073,330.629155,-9999.000000
El Sol,10.0,105.764129,36.524325,349.230585,-9999.000000
General Baquedano,10.0,122.651495,83.482803,274.917320,-9999.000000
Infante,10.0,109.344910,50.710288,235.941547,-9999.000000
Lo Gamboa,10.0,71.975825,45.830075,234.810806,-9999.000000
Los Espinos,10.0,88.152919,66.062928,316.610699,-9999.000000
Retiro,10.0,91.527034,10.197255,380.693881,-9999.000000
Viñas del Sol,10.0,92.449130,49.248531,442.438071,-9999.000000
Buenos Aires,10.0,179.805161,21.762975,199.429281,-9999.000000
Casa de Valencia,10.0,155.992547,68.658933,267.889596,-9999.000000
Hevia,10.0,152.987981,101.932739,236.369546,-9999.000000
Humbolt,10.0,110.205058,26.186418,213.403880,-9999.000000
Phillips,10.0,161.047003,55.300842,215.445583,-9999.000000
Poblacion Argentina,10.0,185.562119,58.889892,217.488636,-9999.000000
Poblacion Canal Chacao,10.0,175.321956,27.804883,278.154728,-9999.000000
San Gregorio,10.0,189.370516,89.038551,237.187524,-9999.000000
Valencia Bajo,10.0,159.649150,100.223947,233.533746,-9999.000000
Villa Paso Hondo,10.0,148.272048,54.196702,407.847081,-9999.000000
Calicheros,11.0,200.655337,109.850873,262.529189,-9999.000000
Belloto 2000,11.0,157.537794,46.468519,233.840878,-9999.000000
Belloto Centro,11.0,136.239903,46.967912,258.723011,-9999.000000
Bernando Ohiggins,11.0,198.201656,109.282229,256.617997,-9999.000000
Cruz del Sur,11.0,135.331932,87.324231,240.987948,-9999.000000
82,11.0,151.381661,28.491134,221.916580,-9999.000000
Belloto Norte,11.0,82.845753,1.921949,308.273889,-9999.000000
E.E.U.U,11.0,140.038024,15.257458,269.420443,-9999.000000
Lincoyan,11.0,111.668710,40.292229,248.154124,-9999.000000
Los Colonos,11.0,141.915160,44.964646,211.916927,-9999.000000
Patricio Lynch,11.0,135.142637,34.222627,236.937820,-9999.000000
Santa Marta,11.0,148.721739,8.476066,297.506875,-9999.000000
Cantera,11.0,183.530644,98.223523,259.671236,-9999.000000
Decimo Sector,11.0,177.817252,145.881873,241.894874,-9999.000000
Estero Viejo,11.0,182.296905,124.709358,237.837818,-9999.000000
Matilde,11.0,170.724355,91.572482,265.691598,-9999.000000
San Cristobal,11.0,189.859105,147.860471,225.876773,-9999.000000
Tierras Rojas,11.0,192.641398,109.037274,259.532466,-9999.000000
Decimo Sector,11.0,175.134744,130.639674,243.497821,-9999.000000
Matilde,11.0,168.577739,82.365099,268.028122,-9999.000000
Los Pinos,11.0,129.247832,52.590246,236.913741,-9999.000000
Marga Marga,11.0,124.031898,24.909002,198.394170,-9999.000000
60,11.0,173.343510,111.660743,235.272171,-9999.000000
Castillo Blanco,11.0,172.362094,118.292660,254.379688,-9999.000000
El Tranque,11.0,159.072206,143.653562,227.488026,-9999.000000
Jose Miguel Carrera,11.0,147.169226,58.686374,214.430411,-9999.000000
Las Rosas,11.0,161.234304,145.328814,227.025739,-9999.000000
Piloto Pardo,11.0,161.299781,123.576133,246.477519,-9999.000000
Porvenir,11.0,129.097628,16.403299,164.240353,-9999.000000
Textil Viña,11.0,150.357477,112.098615,255.264002,-9999.000000
21 de Mayo,11.0,133.151750,72.393379,169.673131,-9999.000000
Barros Arana,11.0,129.318215,58.302427,193.662185,-9999.000000
La Granja,11.0,167.038410,67.010999,296.471962,-9999.000000
Las Viñas,11.0,172.794971,80.617304,278.290377,-9999.000000
Los Estanques,11.0,167.038410,67.010999,296.471962,-9999.000000
Mena,11.0,186.165155,141.729527,209.113650,-9999.000000
Pedro Montt,11.0,152.461727,67.398624,196.761966,-9999.000000
Victoria Oriente,11.0,185.788697,157.660980,211.974102,-9999.000000
Victoria Poniente,11.0,185.842816,157.904968,212.014549,-9999.000000
Villa Olimpica,11.0,168.885806,123.316305,269.127407,-9999.000000
Araya,11.0,166.477023,126.729809,253.851986,-9999.000000
Arturo Prat,11.0,129.151500,58.089716,193.587457,-9999.000000
Blanco,11.0,152.996116,79.083106,234.037310,-9999.000000
Centro,11.0,133.699842,46.830685,183.284550,-9999.000000
Colina de Oro,11.0,173.903787,110.418681,282.251140,-9999.000000
El Esfuerzo,11.0,164.633537,143.759603,234.720646,-9999.000000
Emparte,11.0,123.983320,51.495674,191.270887,-9999.000000
Esmeralda,11.0,163.173476,105.144512,272.768808,-9999.000000
Liceo,11.0,166.822795,97.513386,253.288431,-9999.000000
Poblacion Esperanza,11.0,170.217074,126.742389,319.201785,-9999.000000
Poblacion Ferroviaria,11.0,147.169226,58.686374,214.430411,-9999.000000
R. Sotomayor,11.0,170.821043,130.373105,309.778887,-9999.000000
San Cristobal2,11.0,178.513190,138.617789,314.469324,-9999.000000
Sol del Pacifico,11.0,143.966193,102.831622,286.146481,-9999.000000
Soublete (Francisco Bilbao),11.0,152.996116,80.189893,230.694887,-9999.000000
Thompson,11.0,154.344011,69.987487,225.053327,-9999.000000
M. Mena,11.0,144.417241,69.192462,257.899208,-9999.000000
Manuel Rodriguez,11.0,133.456748,75.390629,237.432033,-9999.000000
No Organizada,11.0,135.331543,67.627460,225.402512,-9999.000000
Pompeya Norte,11.0,133.703066,73.923201,232.184039,-9999.000000
Pompeya Sur,11.0,131.430015,71.557997,233.365225,-9999.000000
Valencia Alto,11.0,78.651202,48.416095,146.031615,-9999.000000
Costa Sol,11.0,116.256584,53.357608,168.784995,-9999.000000
California,11.0,103.038562,68.211255,233.246334,-9999.000000
Camilo Henriquez,11.0,113.410832,87.090012,284.097481,-9999.000000
El Bosque,11.0,164.620306,96.122395,229.853813,-9999.000000
El Sol,11.0,106.392454,89.924713,272.519530,-9999.000000
General Baquedano,11.0,154.070015,81.940867,230.292042,-9999.000000
Infante,11.0,123.310625,47.456799,180.204054,-9999.000000
Lo Gamboa,11.0,138.541781,63.924094,225.553594,-9999.000000
Los Espinos,11.0,107.663125,88.184147,282.710080,-9999.000000
Retiro,11.0,104.591487,63.538355,231.875183,-9999.000000
Viñas del Sol,11.0,101.986650,74.986195,245.441672,-9999.000000
Buenos Aires,11.0,122.021294,39.508513,158.257635,-9999.000000
Casa de Valencia,11.0,111.955035,88.076494,160.043812,-9999.000000
Hevia,11.0,119.134500,34.065715,141.828928,-9999.000000
Humbolt,11.0,147.536627,69.414349,183.702152,-9999.000000
Phillips,11.0,125.455189,71.035200,159.257590,-9999.000000
Poblacion Argentina,11.0,89.836262,51.081456,154.178348,-9999.000000
Poblacion Canal Chacao,11.0,108.379943,61.579446,133.035802,-9999.000000
San Gregorio,11.0,80.275298,33.725540,148.132959,-9999.000000
Valencia Bajo,11.0,120.887262,46.135325,145.877427,-9999.000000
Villa Paso Hondo,11.0,104.204326,59.663795,166.362092,-9999.000000
Calicheros,12.0,118.794492,47.729020,144.514798,-9999.000000
Belloto 2000,12.0,96.137264,66.068946,156.786381,-9999.000000
Belloto Centro,12.0,110.384590,64.371385,192.792390,-9999.000000
Bernando Ohiggins,12.0,99.705926,61.522982,115.216847,-9999.000000
Cruz del Sur,12.0,98.111786,48.484325,158.048913,-9999.000000
82,12.0,109.399502,52.337158,152.925079,-9999.000000
Belloto Norte,12.0,100.576925,54.596575,229.839192,-9999.000000
E.E.U.U,12.0,118.603791,64.238701,231.878031,-9999.000000
Lincoyan,12.0,132.902462,63.226626,218.067448,-9999.000000
Los Colonos,12.0,118.825094,78.515785,207.465560,-9999.000000
Patricio Lynch,12.0,93.709508,51.714942,222.941914,-9999.000000
Santa Marta,12.0,86.856680,41.437733,252.030166,-9999.000000
Cantera,12.0,104.027688,88.931399,122.799964,-9999.000000
Decimo Sector,12.0,95.444214,39.378555,123.628453,-9999.000000
Estero Viejo,12.0,75.670498,50.886980,113.027244,-9999.000000
Matilde,12.0,109.547862,83.593217,144.375302,-9999.000000
San Cristobal,12.0,100.566849,35.655411,125.007304,-9999.000000
Tierras Rojas,12.0,94.148254,75.235075,134.160558,-9999.000000
Decimo Sector,12.0,93.241372,47.621931,135.369088,-9999.000000
Matilde,12.0,106.992302,88.269625,153.655681,-9999.000000
Los Pinos,12.0,63.104462,-15.608580,123.206271,-9999.000000
Marga Marga,12.0,74.684417,3.828568,120.212480,-9999.000000
60,12.0,94.613659,57.561752,145.029034,-9999.000000
Castillo Blanco,12.0,97.440620,91.498263,149.754984,-9999.000000
El Tranque,12.0,115.529728,89.547888,133.527724,-9999.000000
Jose Miguel Carrera,12.0,70.333670,25.470814,170.856305,-9999.000000
Las Rosas,12.0,113.734784,92.110971,135.112271,-9999.000000
Piloto Pardo,12.0,127.958859,79.254232,130.615879,-9999.000000
Porvenir,12.0,71.794133,36.943807,136.745555,-9999.000000
Textil Viña,12.0,97.159149,46.524580,138.110236,-9999.000000
21 de Mayo,12.0,109.469577,26.230598,157.111336,-9999.000000
Barros Arana,12.0,77.805593,-22.515898,171.129104,-9999.000000
La Granja,12.0,153.658613,6.539584,186.456967,-9999.000000
Las Viñas,12.0,148.951198,8.826935,177.108915,-9999.000000
Los Estanques,12.0,153.658613,6.539584,186.456967,-9999.000000
Mena,12.0,113.338624,31.791234,143.794848,-9999.000000
Pedro Montt,12.0,127.222155,12.936824,159.078408,-9999.000000
Victoria Oriente,12.0,115.148268,35.061441,138.278318,-9999.000000
Victoria Poniente,12.0,115.224961,35.090420,138.195027,-9999.000000
Villa Olimpica,12.0,148.478338,28.639797,153.305681,-9999.000000
Araya,12.0,113.587439,57.582987,157.911546,-9999.000000
Arturo Prat,12.0,77.578645,-22.775260,171.304827,-9999.000000
Blanco,12.0,113.567150,-24.298063,183.935074,-9999.000000
Centro,12.0,85.327668,-18.539608,165.811393,-9999.000000
Colina de Oro,12.0,112.118440,-0.593636,127.559773,-9999.000000
El Esfuerzo,12.0,125.733709,88.457104,132.070641,-9999.000000
Emparte,12.0,70.543259,-30.315388,176.752220,-9999.000000
Esmeralda,12.0,106.434486,17.464050,168.221229,-9999.000000
Liceo,12.0,105.755646,10.473512,171.818462,-9999.000000
Poblacion Esperanza,12.0,104.370781,53.149288,148.582088,-9999.000000
Poblacion Ferroviaria,12.0,70.333670,25.470814,170.856305,-9999.000000
R. Sotomayor,12.0,100.962250,55.753696,148.967005,-9999.000000
San Cristobal2,12.0,99.252368,6.152445,150.520035,-9999.000000
Sol del Pacifico,12.0,79.619279,33.146534,127.323048,-9999.000000
Soublete (Francisco Bilbao),12.0,111.458199,-21.870313,183.937446,-9999.000000
Thompson,12.0,108.990140,-24.991405,183.170941,-9999.000000
M. Mena,12.0,138.482157,16.840744,194.972990,-9999.000000
Manuel Rodriguez,12.0,119.599409,25.996508,207.505292,-9999.000000
No Organizada,12.0,144.378598,77.327975,171.523630,-9999.000000
Pompeya Norte,12.0,114.757679,28.344140,210.718702,-9999.000000
Pompeya Sur,12.0,115.550831,31.521646,210.389939,-9999.000000
Valencia Alto,12.0,119.304314,68.159536,165.786802,-9999.000000
Costa Sol,12.0,136.073068,77.917829,156.408117,-9999.000000
California,12.0,150.404052,77.894276,207.652262,-9999.000000
Camilo Henriquez,12.0,94.196481,3.974570,142.588015,-9999.000000
El Bosque,12.0,96.119878,48.123845,142.073165,-9999.000000
El Sol,12.0,92.360487,17.963705,138.170152,-9999.000000
General Baquedano,12.0,111.656244,-16.279058,175.538129,-9999.000000
Infante,12.0,91.056630,-4.420279,154.098071,-9999.000000
Lo Gamboa,12.0,77.289948,33.837485,168.695799,-9999.000000
Los Espinos,12.0,98.324493,29.499294,148.077313,-9999.000000
Retiro,12.0,60.509375,19.718564,107.587449,-9999.000000
Viñas del Sol,12.0,147.542605,68.219253,202.671841,-9999.000000
Buenos Aires,12.0,123.070267,20.674008,144.760971,-9999.000000
Casa de Valencia,12.0,126.734187,103.440322,195.544632,-9999.000000
Hevia,12.0,123.413673,50.480272,173.522970,-9999.000000
Humbolt,12.0,119.474069,21.518991,160.109925,-9999.000000
Phillips,12.0,132.566034,51.016788,139.897961,-9999.000000
Poblacion Argentina,12.0,138.061872,65.412769,161.730407,-9999.000000
Poblacion Canal Chacao,12.0,115.726097,42.087358,173.317219,-9999.000000
San Gregorio,12.0,120.515927,71.039978,164.611617,-9999.000000
Valencia Bajo,12.0,127.260734,54.236166,166.180614,-9999.000000
Villa Paso Hondo,12.0,146.329915,137.838113,221.978976,-9999.000000
